25095,  4601,  115430379
 7858, 43466,  341509921
10238, 50021,  512405638
 3448, 43124,  148449360
55930, 37345, 2055139018
27669, 36181, 1001436153
42180, 31759, 1339527803
14780, 10105,  149443016
18342, 36236,  664310276
22961, 30897,  709656417
57375, 60826, 3489474197
36416,   314,   11436923
13234, 20576,  272463184
50919, 31200, 1555522448
 8673, 13178,  114794715
14611, 45626,  666644577
59388,    41,    2409272
57921,   975,   56456335
31194, 63678, 1952840869
37363, 43705, 1599409511
60294, 35471, 2138426905
16160, 58289,  941814736
56201, 15636,  878758836
40118, 44794, 1763473837
14045, 42624,  598572224
 7117, 37170,  264758807
57125, 60804, 3473934676
41994, 42600, 1789381284
 1866, 44388,   82719992
59890, 64397, 3822802822
14339, 33582,  481575053
 2714, 58783,  159746885
29554, 25664,  758641792
57707, 53643, 3095067353
54884, 35791, 1963860123
17547, 57171, 1003134225
43346, 49847, 2160679429
62327,  7246,  451654969
50856,  7736,  393518940
 7018, 17431,  122303197
55191, 40937, 2226105803
47177, 24336, 1148062608
43979, 16532,  726717468
65124, 40194, 2617231787
51803, 20781, 1076513023
50436, 12731,  642096551
63834, 18081, 1154133994
40178, 18748,  753240756
17216, 16054,  276383023
64514,  9819,  633480337
57016,  2997,  170855112
41936, 62554, 2589817131
59624, 23054, 1374656151
14740, 15733,  232016788
53200, 16566,  881299551
46191, 32692, 1510334220
63958, 37495, 2398574993
 4870, 51523,  250905745
55577, 31204, 1733943508
32430, 16509,  535419762
45218, 14635,  661728289
52768, 45003, 2374679835
35589, 22150,  788464591
 5374, 57554,  309271321
17816, 18806,  334983863
39667, 10702,  424492925
40649, 34946, 1421159771
30441, 32163,  979388651
46004, 43196, 1987154924
53256, 60068, 3199023184
22157, 49086, 1087587507
12785, 21363,  273372675
 9977, 22610,  225594555
39163, 50426, 1941283865
29936, 41344, 1237373888
20694, 52740, 1091390552
 5681, 39746,  225618067
36713, 43098, 1582176067
65018, 37773, 2422205934
25911,  3807,   98751609
 4099, 63973,  262289887
45121, 11184,  504612784
38243, 34625, 1323718435
53652, 57012, 3025159872
15729, 17254,  271428099
33664, 26776,  901422012
39998, 46717, 1868107714
11190,  4523,   50612285
35764, 34589, 1236795168
19002, 27545,  523618350
59397, 17013, 1010911241
61803, 23167, 1432117845
34162, 60885, 2079948186
36625, 59709, 2186859533
18694, 53339,  997065917
19375, 37013,  717027483
59744, 33505, 2001078864
49929, 35331, 1764191259
42024,  4601,  193322628
 4651, 23760,  110577392
58935, 65318, 3849425333
 8381, 36669,  307272713
52766, 14355,  757485369
  795, 25961,   20259519
65042, 28656, 1863540176
43496, 61120, 2624910528
 4075, 24254,   98919509
 9102, 55947,  508683861
45353, 56247, 2551079851
27496, 56703, 1559532183
21199, 58254, 1235271841
18957, 32734,  620270211
50154, 53950, 2672232277
57215, 52484, 3002872060
 7575, 43428,  329109804
58265,  6385,  371945225
14454, 58767,  849224745
36504, 55742, 2034701735
 3904, 22426,   87738939
59668, 21623, 1290600171
 2427,  7004,   16982404
53321, 41030, 2187784923
12550, 30550,  383305201
64763,  7293,  472401871
32369, 21562,  697938571
52948, 35175, 1862584875
62418, 39357, 2423252934
48021, 20833, 1000481925
13617, 37706,  513194011
41201, 36642, 1509297411
49408, 18998,  921939439
16234,  4551,   73881981
60147, 16045,  965033783
47620, 23164, 1103150060
25739,  8228,  211706940
54831, 18261, 1001286299
57000, 21865, 1245840500
23731, 59448, 1410774772
 1689, 35374,   60159895
54789, 51297, 2810241781
63674, 32548, 2072522424
26580, 36976,  983541680
58983, 48500, 2861098988
48414, 55414, 2682753257
