483840,3328985996,1.61066E+15,1.6107E+15,32103728200,1.99316E-05,0.001993158,,,,,
2908189018,2926443356,8.51065E+18,8.51065E+18,8.86193E+11,1.04128E-07,1.04128E-05,,,,,
1031989883,3485856671,3.59765E+18,3.59737E+18,2.80057E+14,7.78504E-05,0.00778504,,,,,
1589292733,40936964,6.5061E+16,6.50608E+16,1.90044E+11,2.92102E-06,0.000292102,,,,,
1373079715,31363075,4.30641E+16,4.3064E+16,95231937976,2.2114E-06,0.00022114,,,,,
1532956854,222003226,3.40322E+17,3.40321E+17,3.41285E+11,1.00283E-06,0.000100283,,,,,0.003699468
478906425,2031944434,9.73111E+17,9.73111E+17,4.05179E+11,4.16375E-07,4.16375E-05,,,,,
1993261805,1689240265,3.36738E+18,3.3671E+18,2.81319E+14,8.35494E-05,0.008354939,,,,,
1325922462,2822497616,3.74269E+18,3.74241E+18,2.80977E+14,7.50791E-05,0.007507914,,,,,
2791617356,211315737,5.89912E+17,5.89913E+17,2.18283E+11,3.70026E-07,3.70026E-05,,,,,
1034199675,1524994741,1.57715E+18,1.57715E+18,1.7992E+11,1.14079E-07,1.14079E-05,,,,,
70814216,3383113619,2.39572E+17,2.39573E+17,2.68459E+11,1.12058E-06,0.000112058,,,,,
527701054,672147536,3.54693E+17,3.54693E+17,1.97761E+11,5.57556E-07,5.57556E-05,,,,,
248166429,3660292020,9.0836E+17,9.08362E+17,1.38575E+12,1.52554E-06,0.000152554,,,,,
2295306513,2954462048,6.78139E+18,6.7814E+18,1.11724E+12,1.6475E-07,1.6475E-05,,,,,
3513804706,3499680161,1.22975E+19,1.22972E+19,2.81956E+14,2.29285E-05,0.002292848,,,,,
2896378713,3265478021,9.45834E+18,9.45806E+18,2.80484E+14,2.96555E-05,0.002965554,,,,,
1635745986,196605975,3.21598E+17,3.21597E+17,5.24206E+11,1.63001E-06,0.000163001,,,,,
2960771424,1211019408,3.58583E+18,3.58555E+18,2.80851E+14,7.83285E-05,0.007832846,,,,,
3694835128,145269265,5.36746E+17,5.36746E+17,1.92928E+11,3.59439E-07,3.59439E-05,,,,,
524864574,2339962646,1.22844E+18,1.22816E+18,2.80848E+14,0.000228673,0.022867302,,,,,
3514658210,2325502229,8.17335E+18,8.17335E+18,1.23486E+11,1.51083E-08,1.51083E-06,,,,,
1190958221,1050082941,1.25089E+18,1.2506E+18,2.81344E+14,0.000224966,0.022496621,,,,,
