483840,3328985996,1.52718E+15,1.6107E+15,8.35187E+13,0.05185253,5.185252971,,,,,,,
2908189018,2926443356,8.51066E+18,8.51065E+18,1.05626E+13,1.24111E-06,0.000124111,,,,,,,
1031989883,3485856671,3.59727E+18,3.59737E+18,9.50199E+13,2.64137E-05,0.002641372,,,,,,,
1589292733,40936964,6.50599E+16,6.50608E+16,9.02255E+11,1.38679E-05,0.001386786,,,,,,,
1373079715,31363075,4.30645E+16,4.3064E+16,5.14231E+11,1.19411E-05,0.001194108,,,,,,,
1532956854,222003226,3.40328E+17,3.40321E+17,6.32427E+12,1.85832E-05,0.001858322,,,,,,,
478906425,2031944434,9.7314E+17,9.73111E+17,2.87424E+13,2.95366E-05,0.00295366,,,,,,,0.013167771
1993261805,1689240265,3.3671E+18,3.3671E+18,2.55375E+12,7.58442E-07,7.58442E-05,,,,,,,
1325922462,2822497616,3.74232E+18,3.74241E+18,8.93536E+13,2.38759E-05,0.002387595,,,,,,,0.00280287
2791617356,211315737,5.8991E+17,5.89913E+17,2.8862E+12,4.89259E-06,0.000489259,,,,,,,
1034199675,1524994741,1.57714E+18,1.57715E+18,4.69787E+12,2.97871E-06,0.000297871,,,,,,,
70814216,3383113619,2.39562E+17,2.39573E+17,1.03661E+13,4.32693E-05,0.00432693,,,,,,,
527701054,672147536,3.54709E+17,3.54693E+17,1.63425E+13,4.6075E-05,0.004607498,,,,,,,
248166429,3660292020,9.08317E+17,9.08362E+17,4.43353E+13,4.8808E-05,0.004880801,,,,,,,
2295306513,2954462048,6.78138E+18,6.7814E+18,1.89327E+13,2.79187E-06,0.000279187,,,,,,,
3513804706,3499680161,1.22972E+19,1.22972E+19,2.17181E+13,1.7661E-06,0.00017661,,,,,,,
2896378713,3265478021,9.45812E+18,9.45806E+18,5.73553E+13,6.06417E-06,0.000606417,,,,,,,
1635745986,196605975,3.21597E+17,3.21597E+17,29657401344,9.2219E-08,9.2219E-06,,,,,,,
2960771424,1211019408,3.58553E+18,3.58555E+18,2.49469E+13,6.95761E-06,0.000695761,,,,,,,
3694835128,145269265,5.36742E+17,5.36746E+17,4.20557E+12,7.83531E-06,0.000783531,,,,,,,
524864574,2339962646,1.22808E+18,1.22816E+18,8.07281E+13,6.57307E-05,0.006573072,,,,,,,
3514658210,2325502229,8.17332E+18,8.17335E+18,2.4354E+13,2.97969E-06,0.000297969,,,,,,,
1190958221,1050082941,1.2506E+18,1.2506E+18,5.65336E+12,4.5205E-06,0.00045205,,,,,,,
3341276558,1414683304,4.72682E+18,4.72685E+18,3.09864E+13,6.55541E-06,0.000655541,,,,,,,
214182425,1473334959,3.15597E+17,3.15562E+17,3.45991E+13,0.000109643,0.010964273,,,,,,,
1095424642,4015235550,4.39829E+18,4.39839E+18,9.30334E+13,2.11517E-05,0.002115171,,,,,,,
2216516360,2722122564,6.03365E+18,6.03363E+18,1.6415E+13,2.72058E-06,0.000272058,,,,,,,
2064918774,3169773945,6.5454E+18,6.54533E+18,7.06277E+13,1.07906E-05,0.001079056,,,,,,,
1419817641,2653425468,3.76732E+18,3.76738E+18,6.136E+13,1.62872E-05,0.001628718,,,,,,,
3162123640,1291103897,4.08266E+18,4.08263E+18,2.72784E+13,6.68157E-06,0.000668157,,,,,,,
3129834869,219444762,6.86826E+17,6.86826E+17,1.43354E+11,2.0872E-07,2.0872E-05,,,,,,,
4171764209,3056807788,1.27524E+19,1.27523E+19,8.77735E+13,6.88296E-06,0.000688296,,,,,,,
2920662364,1169497739,3.41569E+18,3.41571E+18,2.02157E+13,5.91846E-06,0.000591846,,,,,,,
556384322,1823630553,1.01464E+18,1.01464E+18,5.18356E+12,5.10877E-06,0.000510877,,,,,,,
2104121594,729374806,1.5347E+18,1.53469E+18,7.41535E+12,4.83181E-06,0.000483181,,,,,,,
1507322547,3517975971,5.30263E+18,5.30272E+18,9.55448E+13,1.80181E-05,0.001801806,,,,,,,
3850814411,1709989067,6.58485E+18,6.58485E+18,2.73896E+12,4.15949E-07,4.15949E-05,,,,,,,
4186175987,2036048626,8.52323E+18,8.52326E+18,3.05439E+13,3.58359E-06,0.000358359,,,,,,,
1975341291,869329511,1.71723E+18,1.71722E+18,1.04777E+13,6.10157E-06,0.000610157,,,,,,,
56891398,3797049796,2.16111E+17,2.16019E+17,9.1722E+13,0.000424601,0.042460062,,,,,,,
3389197716,4127042027,1.39875E+19,1.39874E+19,1.21441E+14,8.68219E-06,0.000868219,,,,,,,
2235511562,450577461,1.00729E+18,1.00727E+18,1.77076E+13,1.75798E-05,0.001757982,,,,,,,
3892036559,1308160667,5.09139E+18,5.09141E+18,2.21673E+13,4.35386E-06,0.000435386,,,,,,,
106493964,2414021919,2.56969E+17,2.57079E+17,1.09408E+14,0.00042558,0.04255798,,,,,,,
3401973653,1817502936,6.18307E+18,6.1831E+18,2.41776E+13,3.91027E-06,0.000391027,,,,,,,
4078817766,28848131,1.17666E+17,1.17666E+17,63668496336,5.41094E-07,5.41094E-05,,,,,,,
3917942739,3939195861,1.54337E+19,1.54335E+19,1.13122E+14,7.3296E-06,0.00073296,,,,,,,
2978933603,1518792373,4.52435E+18,4.52438E+18,3.3086E+13,7.31281E-06,0.000731281,,,,,,,
