65576,196,12852832,12852896,64,4.97942E-06,0.000497942
65554,156,10227220,10226424,796,7.78376E-05,0.007783757
65619,71,4658617,4658949,332,7.12607E-05,0.007126071
65669,164,10771844,10769716,2128,0.000197591,0.01975911
65651,75,4923825,4923825,0,0,0
65590,26,1704525,1705340,815,0.000477911,0.047791056
65561,34,2229499,2229074,425,0.000190662,0.019066213
65541,65,4260165,4260165,0,0,0
65598,16,1049568,1049568,0,0,0
65692,137,9010344,8999804,10540,0.001171137,0.117113662
65611,141,9255951,9251151,4800,0.000518854,0.051885436
65552,19,1245487,1245488,1,8.02898E-07,8.02898E-05
65590,136,8923844,8920240,3604,0.000404025,0.0404025
65565,20,1311300,1311300,0,0,0
65649,48,3151152,3151152,0,0,0
65642,161,10569978,10568362,1616,0.000152909,0.015290922
65649,21,1378629,1378629,0,0,0
65722,175,11501269,11501350,81,7.04265E-06,0.000704265
65560,8,524572,524480,92,0.000175412,0.017541184
65664,65,4268160,4268160,0,0,0
65710,46,3022817,3022660,157,5.1941E-05,0.005194101
65546,29,1900670,1900834,164,8.62779E-05,0.008627792
65557,141,9244881,9243537,1344,0.000145399,0.014539889
65694,104,6822676,6832176,9500,0.001390479,0.13904794
65561,159,10425399,10424199,1200,0.000115117,0.011511676
65578,150,9839197,9836700,2497,0.000253845,0.025384529
65696,164,10776624,10774144,2480,0.000230181,0.02301807
65710,145,9539022,9527950,11072,0.001162055,0.11620548
65577,68,4459236,4459236,0,0,0
65576,97,6358936,6360872,1936,0.000304361,0.030436079
65605,162,10629183,10628010,1173,0.000110369,0.011036873
65545,188,12322460,12322460,0,0,0
65700,139,9142727,9132300,10427,0.001141772,0.114177151
65658,153,10051950,10045674,6276,0.000624747,0.062474653
65730,6,393797,394380,583,0.00147827,0.147826969
65683,171,11231793,11231793,0,0,0
65547,67,4391649,4391649,0,0,0
65723,26,1705993,1708798,2805,0.001641505,0.164150473
65627,111,7278773,7284597,5824,0.000799495,0.079949515
65734,196,12883800,12883864,64,4.96745E-06,0.000496745
65652,27,1770743,1772604,1861,0.001049868,0.104986788
65698,61,4007574,4007578,4,9.98109E-07,9.98109E-05
65695,67,4401565,4401565,0,0,0
65700,119,7807131,7818300,11169,0.001428571,0.142857143
65589,136,8923708,8920104,3604,0.000404031,0.040403116
65702,131,8617521,8606962,10559,0.001226798,0.122679756
65675,61,4006175,4006175,0,0,0
65539,173,11338247,11338247,0,0,0
65537,44,2883628,2883628,0,0,0
65620,29,1901632,1902980,1348,0.000708363,0.070836267
65692,87,5714579,5715204,625,0.000109357,0.010935743
65622,164,10763304,10762008,1296,0.000120424,0.012042362
65735,189,12423915,12423915,0,0,0
65561,163,10686843,10686443,400,3.74306E-05,0.00374306
65571,51,3344121,3344121,0,0,0
65692,92,6041164,6043664,2500,0.000413656,0.041365635
65554,30,1966349,1966620,271,0.0001378,0.013779988
65716,28,1837164,1840048,2884,0.00156735,0.156735042
65578,164,10755384,10754792,592,5.50452E-05,0.005504523
65631,34,2233069,2231454,1615,0.000723743,0.072374335
65694,180,11824840,11824920,80,6.76537E-06,0.000676537
65539,13,852007,852007,0,0,0
65665,40,2627116,2626600,516,0.000196452,0.019645169
65545,14,917639,917630,9,9.80787E-06,0.000980787
65577,196,12853092,12853092,0,0,0
65678,197,12938502,12938566,64,4.94645E-06,0.000494645
65545,21,1376445,1376445,0,0,0
65727,118,7742989,7755786,12797,0.001649994,0.164999395
65675,126,8266293,8275050,8757,0.001058241,0.105824134
65727,103,6759949,6769881,9932,0.001467086,0.146708635
65583,186,12198485,12198438,47,3.85295E-06,0.000385295
65571,168,11016068,11015928,140,1.27089E-05,0.001270887
65608,175,11481319,11481400,81,7.05489E-06,0.000705489
65689,146,9600539,9590594,9945,0.001036953,0.10369535
65622,164,10763304,10762008,1296,0.000120424,0.012042362
65680,175,11493919,11494000,81,7.04716E-06,0.000704716
65622,101,6623678,6627822,4144,0.000625243,0.06252431
65639,68,4463452,4463452,0,0,0
65709,168,11039804,11039112,692,6.26862E-05,0.00626862
65557,92,6030908,6031244,336,5.57099E-05,0.00557099
65605,33,2166069,2164965,1104,0.000509939,0.050993896
65692,19,1248147,1248148,1,8.01187E-07,8.01187E-05
65669,180,11820420,11820420,0,0,0
65718,97,6365894,6374646,8752,0.001372939,0.137293898
65660,74,4858959,4858840,119,2.44914E-05,0.002449144
65615,136,8929012,8923640,5372,0.000601996,0.060199649
65544,87,5702295,5702328,33,5.78711E-06,0.000578711
65546,183,11994797,11994918,121,1.00876E-05,0.001008761
65700,49,3219284,3219300,16,4.97002E-06,0.000497002
65728,60,3943676,3943680,4,1.01428E-06,0.000101428
65668,38,2497083,2495384,1699,0.000680857,0.068085713
65709,147,9670295,9659223,11072,0.001146262,0.114626197
65608,100,6557328,6560800,3472,0.000529204,0.052920376
65591,4,262364,262364,0,0,0
65660,4,262640,262640,0,0,0
65536,18,1179647,1179648,1,8.47711E-07,8.47711E-05
65630,175,11485169,11485250,81,7.05252E-06,0.000705252
65585,91,5967451,5968235,784,0.000131362,0.013136212
65635,1,65635,65635,0,0,0
65562,160,10490256,10489920,336,3.20307E-05,0.003203075
130,79251,10273509,10302630,29121,0.00282656,0.282655982
141,74964,11147460,10569924,577536,0.05463956,5.463956032
41,96891,3308659,3972531,663872,0.167115625,16.71156248
110,89360,9378016,9829600,451584,0.045941239,4.594123871
57,94715,4450275,5398755,948480,0.17568495,17.56849496
186,80234,15101225,14923524,177701,0.011907442,1.190744224
100,94935,7850283,9493500,1643217,0.17308864,17.30886396
182,96197,14335438,17507854,3172416,0.181199592,18.11995919
23,72830,1579433,1675090,95657,0.057105588,5.710558836
26,70801,1842426,1840826,1600,0.000869175,0.086917503
189,84784,16024176,16024176,0,0,0
27,84586,2289033,2283822,5211,0.002281701,0.228170146
99,71796,6797340,7107804,310464,0.043679314,4.367931361
130,71023,9224653,9232990,8337,0.000902958,0.090295776
40,90512,3117120,3620480,503360,0.139031289,13.90312887
170,78540,13347380,13351800,4420,0.000331042,0.033104151
19,82756,1572364,1572364,0,0,0
9,73334,624843,660006,35163,0.053276788,5.327678839
59,71552,4164928,4221568,56640,0.013416816,1.341681574
43,70275,3024577,3021825,2752,0.000910708,0.091070793
157,97088,12670528,15242816,2572288,0.16875412,16.875412
176,69410,12218879,12216160,2719,0.000222574,0.022257403
125,84569,10601625,10571125,30500,0.002885218,0.288521799
73,84897,6198649,6197481,1168,0.000188464,0.018846367
174,74339,13679513,12934986,744527,0.057559166,5.755916551
93,83081,7732857,7726533,6324,0.000818478,0.081847835
148,89972,12699904,13315856,615952,0.046257034,4.625703372
16,79922,1294111,1278752,15359,0.012010929,1.201092941
127,71924,8744204,9134348,390144,0.042711751,4.271175129
36,74456,2823020,2680416,142604,0.05320219,5.320218951
143,77876,11136268,11136268,0,0,0
134,81574,10932321,10930916,1405,0.000128535,0.012853452
142,81409,11596174,11560078,36096,0.00312247,0.312247028
5,67493,332425,337465,5040,0.014934882,1.493488214
64,74744,5041916,4783616,258300,0.053996809,5.399680911
71,80664,5726292,5727144,852,0.000148765,0.014876525
20,95679,1576619,1913580,336961,0.176089319,17.60893195
96,86826,8335115,8335296,181,2.17149E-05,0.002171489
39,70636,2754804,2754804,0,0,0
159,68981,10957803,10967979,10176,0.000927792,0.092779171
14,72138,962261,1009932,47671,0.047202188,4.720218787
120,91224,9466780,10946880,1480100,0.135207475,13.52074746
73,90805,5731741,6628765,897024,0.135322945,13.53229448
199,71299,13997461,14188501,191040,0.013464424,1.346442447
73,68421,4994733,4994733,0,0,0
17,73682,1182979,1252594,69615,0.055576667,5.55766673
12,94209,929804,1130508,200704,0.177534347,17.75343474
196,80327,15892747,15744092,148655,0.009441954,0.944195448
152,77012,11700640,11705824,5184,0.000442856,0.044285648
61,90562,4759159,5524282,765123,0.1385018,13.85017999
113,73717,7867173,8330021,462848,0.055563846,5.556384552
15,86093,1291395,1291395,0,0,0
99,89730,8484201,8883270,399069,0.04492366,4.492365987
116,67728,7981568,7856448,125120,0.015925772,1.592577205
58,84607,4917061,4907206,9855,0.002008271,0.20082711
69,81999,5657931,5657931,0,0,0
27,98170,2206521,2650590,444069,0.167535907,16.75359071
