25095,  4601,  115449067
 7858, 43466,  358022177
10238, 50021,  512066950
 3448, 43124,  148544592
55930, 37345, 2088407498
27669, 36181, 1001096441
42180, 31759, 1339183995
14780, 10105,  149246664
18342, 36236,  665140740
22961, 30897,  709431137
57375, 60826, 3506331797
36416,   314,   11434619
13234, 20576,  272135504
50919, 31200, 1605544848
 8673, 13178,  113773275
14611, 45626,  666631521
59388,    41,    2414392
57921,   975,   56465551
31194, 63678, 2001833381
37363, 43705, 1649621351
60294, 35471, 2138653209
16160, 58289,  940446928
56201, 15636,  878758836
40118, 44794, 1812578477
14045, 42624,  598244032
 7117, 37170,  264518935
57125, 60804, 3490576724
41994, 42600, 1789097636
 1866, 44388,   82954488
59890, 64397, 3889171590
14339, 33582,  481531533
 2714, 58783,  160595269
29554, 25664,  758363264
57707, 53643, 3112646361
54884, 35791, 1964391579
17547, 57171, 1003183377
43346, 49847, 2177561093
62327,  7246,  451973177
50856,  7736,  393461084
 7018, 17431,  122288093
55191, 40937, 2293668299
47177, 24336, 1148083088
43979, 16532,  726864924
65124, 40194, 2633993387
51803, 20781, 1076953599
50436, 12731,  642118311
63834, 18081, 1154155242
40178, 18748,  753471156
17216, 16054,  276406319
64514,  9819,  633423249
57016,  2997,  187592648
41936, 62554, 2640100907
59624, 23054, 1374327191
14740, 15733,  232238228
53200, 16566,  898031967
46191, 32692, 1510076172
63958, 37495, 2415283601
 4870, 51523,  250917265
55577, 31204, 1734179028
32430, 16509,  535076722
45218, 14635,  661545505
52768, 45003, 2391802139
35589, 22150,  788135631
 5374, 57554,  324828185
17816, 18806,  335462071
39667, 10702,  441217917
40649, 34946, 1420364379
30441, 32163,  996006379
46004, 43196, 2004225004
53256, 60068, 3214556240
22157, 49086, 1088070323
12785, 21363,  272887555
 9977, 22610,  225589691
39163, 50426, 1990306073
29936, 41344, 1237832640
20694, 52740, 1091378264
 5681, 39746,  225772179
36713, 43098, 1582166595
65018, 37773, 2489492206
25911,  3807,   98601337
 4099, 63973,  260894943
45121, 11184,  504694704
38243, 34625, 1324138275
53652, 57012, 3076925632
15729, 17254,  271153155
33664, 26776,  901404604
39998, 46717, 1868550594
11190,  4523,   50634045
35764, 34589, 1236988960
19002, 27545,  523506990
59397, 17013, 1010622217
61803, 23167, 1431343957
34162, 60885, 2080557210
36625, 59709, 2203508493
18694, 53339,  997145021
19375, 37013,  717375643
59744, 33505, 2001746768
49929, 35331, 1764220699
42024,  4601,  193379716
 4651, 23760,  110507760
58935, 65318, 3866442165
 8381, 36669,  307322889
52766, 14355,  757454905
  795, 25961,   21043135
65042, 28656, 1863781840
43496, 61120, 2690870976
 4075, 24254,  115575637
 9102, 55947,  509203029
45353, 56247, 2566436011
27496, 56703, 1558636439
21199, 58254, 1235185825
18957, 32734,  620493955
50154, 53950, 2740253269
57215, 52484, 3019632892
 7575, 43428,  328872236
58265,  6385,  388728585
14454, 58767,  849888809
36504, 55742, 2036104359
 3904, 22426,   87568699
59668, 21623, 1290552299
 2427,  7004,   16904324
53321, 41030, 2204627931
12550, 30550,  383407345
64763,  7293,  472115151
32369, 21562,  697661323
52948, 35175, 1862711339
62418, 39357, 2490087622
48021, 20833, 1000661893
13617, 37706,  513535515
41201, 36642, 1509752067
49408, 18998,  938673903
16234,  4551,   73945725
60147, 16045,  981770295
47620, 23164, 1103120876
25739,  8228,  211735612
54831, 18261, 1001330331
57000, 21865, 1245927796
23731, 59448, 1410835188
 1689, 35374,   59772055
54789, 51297, 2827377397
63674, 32548, 2072411832
26580, 36976,  983152560
58983, 48500, 2877044716
48414, 55414, 2700114409
35868, 11722,  420475375
11712, 35082,  410570363
46737, 28827, 1347079419
27066,  7612,  222844500
57547, 38658, 2241146785
39436, 49933, 1969142424
49858, 39610, 1991604145
37010, 63287, 2359039749
23474, 40856,  959243412
32151, 20701,  682358251
44218,  2603,  115100713
23449, 26623,  641146727
22482, 48307, 1103147141
63228, 13134,  830192067
53944,  5947,  320808547
15129, 17716,  267717140
47853, 49912, 2423579212
13675, 36764,  502999364
37709,  4792,  180662412
61248, 61681, 3795663664
11642, 43913,  511356526
13778, 23619,  325508853
 3712, 52319,  194203007
44025, 34321, 1510535305
 2562, 15587,   39880661
58492, 31412, 1837358560
44120, 61742, 2740815831
33079, 23763,  786051925
  986, 44446,   60227141
19197, 18414,  370206003
22222, 27022,  600291729
62353,  6755,  421336035
24381, 12557,  306159129
63107, 38389, 2439734111
23824, 41320,  984638124
44876,  8002,  359156387
 1226, 31157,   54929794
40079,  4646,  186135805
 4661, 46605,  217225905
34234, 26247,  898648173
 8797, 10683,   93974255
55811,  9843,  549782681
  317, 43535,   13781139
35580, 59411, 2113842355
36172, 12054,  436026723
